domain,company,vertical,industry_raw,region,source,list_year,stratum
purespectrum.com,PureSpectrum,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
printdropper.com,PrintDropper,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
qckinetix.com,QC Kinetix,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
puroclean.com,PuroClean Disaster Services,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
pssolutions.net,Professional Staffing Solutions,services_other,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
peoplepetsandvets.com,"People, Pets and Vets",health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
mp.team,Meridian Partners,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
premamawellness.com,Luna Pharmaceuticals,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
pushnami.com,Pushnami,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
motivcx.com,Motiv,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
prymepay.com,Pryme Pay,fintech_insurance,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
premier-international.com,Premier International Enterprises,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
prove.com,Prove Identity,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
qordata.com,Qordata,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
profitableideas.com,Profitable Ideas Exchange,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
privacyglasssolutions.com,Privacy Glass Solutions,services_other,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
propaneninja.com,Propane Ninja,services_other,Energy,us,inc.com_api_i5list,2021,inc.com_api_i5list
pushpress.com,PushPress,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
raisels.com,Raisels,ecommerce_retail,Food & Beverage,us,inc.com_api_i5list,2021,inc.com_api_i5list
qeusa.com,Quality Enterprises USA,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
qdxpath.com,QDx Pathology Services,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
pyramidci.com,Pyramid Consulting,services_other,Human Resources,us,inc.com_api_i5list,2021,inc.com_api_i5list
rallyup.com,RallyUp,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
qualsights.com,QualSights,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
quickrcare.com,Quick'rCare,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
quakeholdindustrial.com,QuakeHold! Industrial,ecommerce_retail,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
qwikkit.com,Qwikkit,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
racksimply.com,RackSimply,ecommerce_retail,Computer Hardware,us,inc.com_api_i5list,2021,inc.com_api_i5list
radiantcooling.com,Messana Radiant Cooling,services_other,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
r3-it.com,R3,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rcncapital.com,RCN Capital,fintech_insurance,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
rebelgreen.com,Rebel Green,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
pycube.com,PYCUBE,software_saas,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
raingroup.com,RAIN Group,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rcgauto.com,RCG LOGISTICS,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
promptmedurgentcare.net,PromptMed Urgent Care,health,Healthcare & Medical,us,inc.com_api_i5list,2021,inc.com_api_i5list
promographixinc.com,Proforma PromoGraphix,ecommerce_retail,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
qualityaluminum.com,Quality Aluminum Products,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
refijet.com,RefiJet,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rarepatientvoice.com,Rare Patient Voice,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
readyamerica.com,Ready America,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
redbrickconsultants.com,"Red Brick Consulting, Inc.",services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
reedssprayfoam.com,Reeds Sprayfoam Insulation,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
rapsodo.com,Rapsodo,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
relatient.com,Relatient,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
refurbninja.com,Refurb Ninja,ecommerce_retail,Computer Hardware,us,inc.com_api_i5list,2021,inc.com_api_i5list
relexlogisticsinc.com,RELEX LOGISTICS,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
rbw.com,RBW,ecommerce_retail,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
myessenza.com,Olympic Mountain Products,ecommerce_retail,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
relaxium.com,RELAXIUM,health,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
rehabmedicalbillingservices.com,Rehab Medical Billing Services,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
reliantroofing.com,Reliant Roofing,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
repfitness.com,Rep Fitness,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
restorationhq.us,RestorationHQ,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
rateforce.com,RateForce LLC,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
resecurity.com,Resecurity,software_saas,Artificial Intelligence & Data,us,inc.com_api_i5list,2021,inc.com_api_i5list
responsive.io,Responsive,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
polarishomecare.com,Polaris Home Care,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
raynestaffing.com,Rayne Staffing,services_other,Human Resources,us,inc.com_api_i5list,2021,inc.com_api_i5list
relyworkforce.com,Rely Workforce Group,services_other,Human Resources,us,inc.com_api_i5list,2021,inc.com_api_i5list
rendever.com,Rendever,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
q1w.net,Q1,services_other,Telecommunications,us,inc.com_api_i5list,2021,inc.com_api_i5list
resolutecommercial.com,Resolute,services_other,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
relinkmedical.com,reLink Medical,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
responsivetechnologypartners.com,Responsive Technology Partners,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
revealmobile.com,Reveal Mobile,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
reliantapproval.com,Reliant Mortgage,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rightkeymortgage.com,Right Key Mortgage,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
relpro.com,RelPro,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
ripplejunction.com,Ripple Junction Design Company,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
revelationmachinery.com,Revelation Machinery,ecommerce_retail,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
ringconcierge.com,Ring Concierge,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
quantumsearchpartners.com,Quantum Search Partners,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
revolutionaryclinics.org,Revolutionary Clinics,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
restorapet.com,RestoraPet,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
raland.com,Raland Compliance Partners,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
righthandcare.com,Right Hand Senior Care,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rethinkcomplianceco.com,Rethink Compliance,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
renttoretirement.com,Rent To Retirement,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
plateaugrp.com,Plateau Software,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
retailmechanical.com,Retail Mechanical Services,services_other,Environmental Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
riskstrategies.com,Risk Strategies Company,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
rinuvo.com,LapTop of the Line,ecommerce_retail,Computer Hardware,us,inc.com_api_i5list,2021,inc.com_api_i5list
rehabmart.com,Rehabmart.com,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rollbar.com,Rollbar,devtools,Application Performance Monitoring (APM),us,g2.com_wayback,2022,g2.com_wayback
richardsonproperties.com,Richardson Properties,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
roadsync.com,RoadSync,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
reciprocitylabs.com,Reciprocity,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
retrium.com,Retrium,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
riverwardsproduce.com,Riverwards Produce Market,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
roofsbylegacy.com,Legacy Roofing & Restoration,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
roadie.com,Roadie,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
rocketreach.co,RocketReach,software_saas,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rocketcarwash.com,Rocket Carwash,services_other,Consumer Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rockyquote.com,Rocky Mountain West Insurance,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
rpmrichmondmetro.com,Real Property Management Richmond Metro,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
rockwaterfarm.com,Rock Water Farm,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
revealdata.com,Reveal,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
rokt.com,Rokt,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
rpcs.com,RP Construction Services,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
rudishhealth.com,Rudish Health,services_other,Healthcare & Medical,us,inc.com_api_i5list,2021,inc.com_api_i5list
redbarn-engineering.com,Red Barn Engineering,services_other,Engineering,us,inc.com_api_i5list,2021,inc.com_api_i5list
raiofnv.com,Resource Associates of Nevada,services_other,Engineering,us,inc.com_api_i5list,2021,inc.com_api_i5list
rtrsells.com,The Reynolds Team Network,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
rlahre.com,RLAH Real Estate,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
rockwelltrading.com,Rockwell Trading Services,edtech,Education,us,inc.com_api_i5list,2021,inc.com_api_i5list
russellmarineproducts.com,Russell Marine Products,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
s3rs.com,S3 Recycling Solutions,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
sanaretoday.com,Sanare Today,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
samuelhale.com,Samuel Hale,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
pbmgi.com,Platinum Business Management Group,services_other,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
saatva.com,Saatva,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
salesgravy.com,Sales Gravy,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rrsmedical.com,RRS Medical,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
newrocket.com,NewRocket,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
scenthound.com,Scenthound,services_other,Consumer Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
remedihs.com,ReMedi Health Solutions,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
sabbiotherapeutics.com,SAB Biotherapeutics,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
selerix.com,Selerix Systems,fintech_insurance,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
safety-reports.com,Safety-Reports.com,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
securerecordssolutions.com,Secure Records Solutions,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rwmloans.com,RWM Home Loans,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
sanitaryfittings.us,Sanitary Fittings,ecommerce_retail,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
sengaenergy.com,Senga Energy,services_other,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
senb.com,SENB Bank,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
redcomet.org,Jupiter Education Services,edtech,Education,us,inc.com_api_i5list,2021,inc.com_api_i5list
santanaequipment.com,Santana Equipment,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
sealshield.com,Seal Shield,health,Computer Hardware,us,inc.com_api_i5list,2021,inc.com_api_i5list
searchspring.com,Searchspring,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
sbcwealth.com,SBC Wealth Management,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
raincatcher.com,Raincatcher,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
securecarecorp.com,SecureCare of Nebraska,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
shiftsmart.com,Shiftsmart,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
ricbt.com,RICBT,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
seniormarketadvisors.com,Senior Market Advisors,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
scottsdental.com,Scott's Dental Supply,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
sanvall.com,Sanvall Enterprises,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
select-title.com,Select Title,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
shinesolar.com,Shine Solar,services_other,Energy,us,inc.com_api_i5list,2021,inc.com_api_i5list
semperis.com,Semperis,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
sheathunderwear.com,SHEATH,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
salesboomerang.com,Sales Boomerang,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
shipmolo.com,MoLo Solutions,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
sensecorp.com,Sense Corp,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
shiftmed.com,ShiftMed,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
shadeindustries.com,SHADE Industries,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
shedavi.com,Shedavi,health,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
shedsunlimited.net,Sheds Unlimited,ecommerce_retail,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
scionstaffing.com,Scion Staffing,services_other,Human Resources,us,inc.com_api_i5list,2021,inc.com_api_i5list
proformaamplified.com,Proforma Amplified,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
seqidno.com,Harbor IP Services,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
sandowconstruction.com,SanDow Construction,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
scacw.com,SURGERY CENTER AT CORPORATE WAY,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rynoh.com,Segin Software,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
safely.com,SafelyStay,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
proforma123.com,Proforma123,ecommerce_retail,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
rt2.com,RT²,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
shopworn.com,ShopWorn,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
signorellicompany.com,Signorelli Company,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
sigmasolve.com,Sigma Solve,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
shiptis.com,Transervice Integrated Solutions,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
sipsby.com,Sips by,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
signaturefd.com,SignatureFD,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
singlestore.com,SingleStore,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
singleops.com,SingleOps,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
shippgl.com,Perimeter International,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
shopmoco.com,MOCO Boutique,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
shipatlantic.com,Atlantic Logistics,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
skedulo.com,Skedulo,software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
sierracontainer.com,Sierra Container Group,services_other,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
siriusbuildingcompany.com,Sirius Building Company,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
sitation.com,Sitation,software_saas,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
smartervitamins.com,SmarterVitamins,health,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
sjinnovation.com,SJ Innovation,services_other,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
satconus.com,SATCON,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
simplertrading.com,Simpler Trading,edtech,Education,us,inc.com_api_i5list,2021,inc.com_api_i5list
signgypsies.com,Sign Gypsies,services_other,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
simplethread.com,Simple Thread,services_other,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
siteprep.com,Site Prep,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
smartasset.com,SmartAsset,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
shipglobal.us,ShipGlobal.us,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
skylinelien.com,Skyline Lien Search,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
skiersmarine.com,Skier's Marine,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
skyshare.com,SkyShare,services_other,Travel & Hospitality,us,inc.com_api_i5list,2021,inc.com_api_i5list
shinemanagement.com,SHINE Management,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
smartrealestatecoach.com,Wicked Smart,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
smartitframe.com,Smart IT Frame,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
smartrain.net,Smart Rain,ecommerce_retail,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
solasalonstudios.com,Sola Franchise (DBA Sola Salon Studios),services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
simplifyhomeloans.com,Simplify Home Loans,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
seapointadvisors.com,Seapoint Business Advisors,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
solgenpower.com,Solgen Power,services_other,Energy,us,inc.com_api_i5list,2021,inc.com_api_i5list
snappy.com,"Snappy App, Inc.",software_saas,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
somatechnology.com,Soma Tech Intl,health,Health Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
solidst.com,Solid Security Services,services_other,Security,us,inc.com_api_i5list,2021,inc.com_api_i5list
skilljar.com,Skilljar,edtech,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
sew.ai,Smart Energy Water (SEW),software_saas,Energy,us,inc.com_api_i5list,2021,inc.com_api_i5list
siraconsultinginc.com,Sira Consulting,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
solar.solterra.com,Solterra Global,services_other,Energy,us,inc.com_api_i5list,2021,inc.com_api_i5list
solalt.com,Solar Alternatives,services_other,Energy,us,inc.com_api_i5list,2021,inc.com_api_i5list
smashmallow.com,SMASHMALLOW,ecommerce_retail,Food & Beverage,us,inc.com_api_i5list,2021,inc.com_api_i5list
sigmoid.com,Sigmoid,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
songtradr.com,Songtradr,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
snackboxusa.com,Rosco's Shoppe,ecommerce_retail,Food & Beverage,us,inc.com_api_i5list,2021,inc.com_api_i5list
southeastplumbingleakdetection.com,Southeast Plumbing & Leak Detection,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
smithpinktrucks.com,ILM Properties,services_other,Consumer Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
solacehospicepci.com,Solace Hospice & Palliative Care,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
soundviewmed.com,Soundview Medical Supply,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
southeastrestoration.com,Southeast Restoration,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
spices.com,The Spice Lab,ecommerce_retail,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
soulku.com,SoulKu,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
spotlight-energy.com,Spotlight Energy,services_other,Energy,us,inc.com_api_i5list,2021,inc.com_api_i5list
splendies.com,Splendies,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
sparkleandsplash.com,Golden Sunshine,services_other,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
specialty1partners.com,Specialty1 Partners,health,Healthcare & Medical,us,inc.com_api_i5list,2021,inc.com_api_i5list
spectrumconcreteinc.com,Spectrum Concrete,services_other,Construction,us,inc.com_api_i5list,2021,inc.com_api_i5list
snipinternet.com,Snip Internet,services_other,Telecommunications,us,inc.com_api_i5list,2021,inc.com_api_i5list
stord.com,Stord,services_other,Logistics & Transportation,us,inc.com_api_i5list,2021,inc.com_api_i5list
spnsolutions.net,SPN Solutions,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
statewidefundinginc.com,Statewide Funding,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
smcinc500.com,Signature Mortgage Corporation,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
suckerpunchgourmet.com,SuckerPunch Gourmet,ecommerce_retail,Food & Beverage,us,inc.com_api_i5list,2021,inc.com_api_i5list
staffnowjobs.com,StaffNow,services_other,Human Resources,us,inc.com_api_i5list,2021,inc.com_api_i5list
stayfrontdesk.com,Frontdesk,services_other,Travel & Hospitality,us,inc.com_api_i5list,2021,inc.com_api_i5list
solutionsgroupaccounting.com,Solutions Group Accounting Firm,services_other,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
steedemedical.com,STEEDE MEDICAL,health,Health Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
sugarwish.com,Sugarwish,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
steelebenefits.com,Steele,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
stseducation-us.com,Pacific OneSource,edtech,Education,us,inc.com_api_i5list,2021,inc.com_api_i5list
stratahealthgroup.com,A1 Health Group,fintech_insurance,Insurance,us,inc.com_api_i5list,2021,inc.com_api_i5list
staffdna.com,StaffDNA,health,Human Resources,us,inc.com_api_i5list,2021,inc.com_api_i5list
sketchdev.io,Sketch Development Services,services_other,Software,us,inc.com_api_i5list,2021,inc.com_api_i5list
spigglelaw.com,The Spiggle Law Firm,services_other,Legal,us,inc.com_api_i5list,2021,inc.com_api_i5list
sketchy.com,Sketchy,edtech,Education,us,inc.com_api_i5list,2021,inc.com_api_i5list
staylockstorage.com,StayLock Storage,services_other,Real Estate,us,inc.com_api_i5list,2021,inc.com_api_i5list
strong.io,Strong Analytics,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
stratamfg.com,STRATA MFG,services_other,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
suitshop.com,SuitShop,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
sunderstorm.com,Sunderstorm,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
summitinterconnect.com,Summit Interconnect,services_other,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
superiorcontractcleaning.com,Superior Contract Cleaning,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
suitecentric.com,SuiteCentric LLC,services_other,IT Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
surya.com,Surya,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
swigdrinks.com,Swig,ecommerce_retail,Food & Beverage,us,inc.com_api_i5list,2021,inc.com_api_i5list
sunproproducts.com,Marygrove Roll Screens,ecommerce_retail,Manufacturing,us,inc.com_api_i5list,2021,inc.com_api_i5list
superjeweler.com,SuperJeweler.com,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
summitmedstaff.com,Summit Medical Staffing,services_other,Human Resources,us,inc.com_api_i5list,2021,inc.com_api_i5list
superlanet.com,Superlanet,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
tankandbarrel.com,TankAndBarrel.com,ecommerce_retail,Retail,us,inc.com_api_i5list,2021,inc.com_api_i5list
sun-haven.com,SunHaven,ecommerce_retail,Consumer Products,us,inc.com_api_i5list,2021,inc.com_api_i5list
symed.net,SyMed Corporation,services_other,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
simplesmartscience.com,Simple Smart Science,health,Health Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
supermoney.com,SuperMoney,fintech_insurance,Financial Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
swagup.com,SwagUp,ecommerce_retail,Business Products & Services,us,inc.com_api_i5list,2021,inc.com_api_i5list
