domain,vertical,region,company,batch,stratum,n_article_urls,best_path,qualified,error,crawls
just-eat.co.uk,ecommerce_retail,uk,Just Eat,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,149,blog.,True,,
spotangels.com,ecommerce_retail,us,SpotAngels,yc_directory,yc_directory,149,blog/,True,,
bamboohr.com,software_saas,us,BambooHR,g2.com_wayback,g2.com_wayback,149,blog/,True,,
exteriormedics.com,services_other,us,Exterior Medics,inc.com_api_i5list,inc.com_api_i5list,149,blog/,True,,
latchel.com,software_saas,us,Latchel,yc_directory,yc_directory,148,blog/,True,,
freightpop.com,software_saas,us,FreightPOP,inc.com_api_i5list,inc.com_api_i5list,148,blog.,True,,
colemanfurniture.com,ecommerce_retail,us,Renegade Furniture Group,inc.com_api_i5list,inc.com_api_i5list,148,blog/,True,,
liquidweb.com,services_other,us,Liquid Web,inc.com_api_i5list,inc.com_api_i5list,148,blog/,True,,
britishswimschool.com,services_other,us,British Swim School,inc.com_api_i5list,inc.com_api_i5list,148,blog/,True,,
geturns.com,ecommerce_retail,us,GetUrns,inc.com_api_i5list,inc.com_api_i5list,147,blog/,True,,
formulafolios.com,fintech_insurance,us,FormulaFolio Investments,inc.com_api_i5list,inc.com_api_i5list,146,blog/,True,,
angel.co,fintech,us,SlidePay,Winter 2012,yc,146,blog/,True,,
nomadnessrentals.com,services_other,us,Nomadness Corporation,inc.com_api_i5list,inc.com_api_i5list,145,blog.,True,,
blueorangegames.com,ecommerce_retail,eu,Blue Orange,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,145,blog/,True,,
una.com,services_other,us,UNA,inc.com_api_i5list,inc.com_api_i5list,144,blog.,True,,
boostedboards.com,ecommerce,us,Boosted,Summer 2012,yc,143,blog.,True,,
500friends.com,ecommerce,us,500Friends,Winter 2010,yc,143,blog/,True,,
authy.com,saas,us,Authy,Winter 2012,yc,143,blog/,True,,
shedavi.com,health,us,Shedavi,inc.com_api_i5list,inc.com_api_i5list,142,blog/,True,,
coadvantage.com,services_other,us,CoAdvantage,inc.com_api_i5list,inc.com_api_i5list,142,blog/,True,,
mydbsync.com,software_saas,us,DBSync,inc.com_api_i5list,inc.com_api_i5list,141,blog/,True,,
mybinc.com,services_other,us,Mind Your Business,inc.com_api_i5list,inc.com_api_i5list,141,blog/,True,,
eatwellnashville.com,ecommerce_retail,us,Eat Well Nashville,inc.com_api_i5list,inc.com_api_i5list,140,blog/,True,,
greenfly.com,software_saas,us,Greenfly,inc.com_api_i5list,inc.com_api_i5list,140,blog/,True,,
upside.com,fintech_insurance,us,Upside Services,inc.com_api_i5list,inc.com_api_i5list,140,blog/,True,,
kitrum.com,services_other,us,Kitrum,inc.com_api_i5list,inc.com_api_i5list,139,blog/,True,,
conquestmaps.com,ecommerce_retail,us,Conquest Maps,inc.com_api_i5list,inc.com_api_i5list,138,blog/,True,,
embed.ly,saas,us,Embedly,Winter 2010,yc,138,blog.,True,,
humi.ca,software_saas,us,Humi,yc_directory,yc_directory,138,blog/,True,,
popularpays.com,software_saas,us,Popular Pays,yc_directory,yc_directory,138,blog/,True,,
sensehq.com,software_saas,us,Sense,inc.com_api_i5list,inc.com_api_i5list,138,blog.,True,,
silvercloudinc.com,software_saas,us,SilverCloud,inc.com_api_i5list,inc.com_api_i5list,138,blog/,True,,
vestwell.com,fintech_insurance,us,Vestwell,inc.com_api_i5list,inc.com_api_i5list,137,blog/,True,,
singlestore.com,devtools,us,SingleStore,Winter 2011,yc,137,blog/,True,,
beek.io,services_other,us,Beek,yc_directory,yc_directory,137,blog.,True,,
lcptracker.com,software_saas,us,LCPtracker,inc.com_api_i5list,inc.com_api_i5list,136,blog/,True,,
instrumentl.com,saas,us,Instrumentl,Summer 2016,yc,136,blog/,True,,
custora.com,ecommerce,us,Custora,Winter 2011,yc,136,blog/,True,,
soundboks.com,ecommerce,eu,SOUNDBOKS,Winter 2016,yc,136,blog/,True,,
inventorysource.com,software_saas,us,Inventory Source,inc.com_api_i5list,inc.com_api_i5list,136,blog/,True,,
readme.com,devtools,us,ReadMe,Winter 2015,yc,135,blog.,True,,
itprosusa.com,services_other,us,Information Technology Professionals,inc.com_api_i5list,inc.com_api_i5list,135,blog.,True,,
tekstream.com,services_other,us,TekStream,inc.com_api_i5list,inc.com_api_i5list,135,blog/,True,,
intakeq.com,health,other,IntakeQ,g2.com_wayback,g2.com_wayback,135,blog.,True,,
casetext.com,software_saas,us,Casetext,yc_directory,yc_directory,133,blog/,True,,
guildeducation.com,edtech,us,Guild Education,inc.com_api_i5list,inc.com_api_i5list,133,blog.,True,,
talend.com,software_saas,us,Talend Cloud Data Integration,g2.com_wayback,g2.com_wayback,133,blog/,True,,
juliannarae.com,ecommerce_retail,us,Julianna Rae,inc.com_api_i5list,inc.com_api_i5list,132,blog/,True,,
stripe.com,fintech_insurance,us,Stripe Billing,g2.com_wayback,g2.com_wayback,131,blog/,True,,
perlara.com,other,us,Perlara,Winter 2016,yc,131,blog/,True,,
flyhomes.com,services_other,us,Flyhomes,inc.com_api_i5list,inc.com_api_i5list,131,blog/,True,,
signoz.io,devtools,us,SigNoz,yc_directory,yc_directory,131,blog/,True,,
launchdarkly.com,devtools,us,LaunchDarkly,g2.com_wayback,g2.com_wayback,130,blog/,True,,
onesourcevirtual.com,services_other,us,OneSource Virtual,inc.com_api_i5list,inc.com_api_i5list,129,blog/,True,,
mckeehomesnc.com,services_other,us,McKee Homes,inc.com_api_i5list,inc.com_api_i5list,128,blog/,True,,
appliedframeworks.com,software_saas,us,Applied Frameworks,inc.com_api_i5list,inc.com_api_i5list,127,blog/,True,,
goteleport.com,devtools,us,Teleport,Summer 2015,yc,127,resources/,True,,
mie-solutions.com,software_saas,us,MIE Solutions,inc.com_api_i5list,inc.com_api_i5list,126,blog.,True,,
postscript.io,software_saas,us,Postscript,yc_directory,yc_directory,123,blog/,True,,
piano.io,software_saas,us,Piano,inc.com_api_i5list,inc.com_api_i5list,123,blog/,True,,
demandjump.com,software_saas,us,DemandJump,inc.com_api_i5list,inc.com_api_i5list,123,blog/,True,,
boldrimpact.com,services_other,us,Boldr,inc.com_api_i5list,inc.com_api_i5list,122,blog/,True,,
elevated-tech.com,services_other,us,Elevated Technologies,inc.com_api_i5list,inc.com_api_i5list,121,blog/,True,,
gobble.com,ecommerce_retail,us,Gobble,yc_directory,yc_directory,121,blog/,True,,
realjoy.com,services_other,us,RealJoy Vacations,inc.com_api_i5list,inc.com_api_i5list,121,blog/,True,,
rethinkdb.com,devtools,us,RethinkDB,Summer 2009,yc,121,blog/,True,,
vendoo.co,ecommerce,us,Vendoo,Winter 2022,yc,119,blog.,True,,
belvo.com,fintech_insurance,us,Belvo,yc_directory,yc_directory,119,blog/,True,,
sprinklr.com,software_saas,us,Sprinklr Modern Care,g2.com_wayback,g2.com_wayback,118,blog/,True,,
magicbell.com,devtools,eu,MagicBell,Winter 2021,yc,118,blog/,True,,
arcticfoxhaircolor.com,ecommerce_retail,us,Boinca,inc.com_api_i5list,inc.com_api_i5list,118,blog/,True,,
avantstay.com,services_other,us,AvantStay,inc.com_api_i5list,inc.com_api_i5list,117,blog/,True,,
swellcx.com,software_saas,us,Swell,g2.com_wayback,g2.com_wayback,117,resources/,True,,
inspiranzadesigns.com,ecommerce_retail,us,Inspiranza Designs,inc.com_api_i5list,inc.com_api_i5list,117,blog/,True,,
himaxwell.com,fintech_insurance,us,Maxwell,inc.com_api_i5list,inc.com_api_i5list,117,blog/,True,,
tylerscoffees.com,ecommerce_retail,us,Tylers Coffees,inc.com_api_i5list,inc.com_api_i5list,117,blog/,True,,
fly.io,devtools,us,Fly.io,Winter 2020,yc,117,blog/,True,,
loopt.com,ecommerce,us,Loopt,Summer 2005,yc,116,blog/,True,,
emarkanalytics.com,services_other,eu,Emark,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,116,blog.,True,,
bluecrewjobs.com,services_other,us,Bluecrew,yc_directory,yc_directory,115,blog/,True,,
vayable.com,ecommerce_retail,us,Vayable,yc_directory,yc_directory,115,blog.,True,,
unlayer.com,devtools,us,Unlayer,yc_directory,yc_directory,114,blog/,True,,
forcura.com,health,us,Forcura,inc.com_api_i5list,inc.com_api_i5list,113,blog/,True,,
tranquifinanzas.com,fintech,us,Tranqui Finanzas,Summer 2019,yc,113,blog/,True,,
unosquare.com,services_other,us,Unosquare,inc.com_api_i5list,inc.com_api_i5list,113,blog.,True,,
42floors.com,other,us,42Floors,Winter 2012,yc,113,blog/,True,,
fourthandheart.com,ecommerce_retail,us,4th & Heart,inc.com_api_i5list,inc.com_api_i5list,113,blog/,True,,
axure.com,software_saas,us,Axure RP,g2.com_wayback,g2.com_wayback,113,blog/,True,,
buymeacoffee.com,fintech_insurance,eu,Buy Me a Coffee,yc_directory,yc_directory,113,blog/,True,,
textiq.com,software_saas,us,Text IQ,inc.com_api_i5list,inc.com_api_i5list,112,blog/,True,,
circa.co,saas,us,Circa,Summer 2016,yc,112,blog/,True,,
intimetec.com,services_other,us,In Time Tec,inc.com_api_i5list,inc.com_api_i5list,111,blog.,True,,
lendup.com,fintech,us,LendUp,Winter 2012,yc,110,blog/,True,,
gigster.com,saas,us,Gigster,Summer 2015,yc,108,blog/,True,,
pfleet.com,fintech_insurance,us,Plavan Commercial Fueling,inc.com_api_i5list,inc.com_api_i5list,107,blog/,True,,
happybulle.com,ecommerce_retail,eu,HAPPYBULLE,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,106,blog/,True,,
almworks.com,software_saas,us,ALM Works,inc.com_api_i5list,inc.com_api_i5list,106,blog/,True,,
betterhalf.ai,ecommerce,us,Betterhalf,Winter 2021,yc,105,blog.,True,,
observe.ai,software_saas,us,Observe.AI,yc_directory,yc_directory,105,blog/,True,,
cymmetria.com,software_saas,us,Cymmetria,yc_directory,yc_directory,105,blog.,True,,
katequinn.com,ecommerce_retail,us,Kate Quinn,inc.com_api_i5list,inc.com_api_i5list,105,blog/,True,,
webitservices.com,services_other,us,WebIT Services,inc.com_api_i5list,inc.com_api_i5list,105,blog/,True,,
zesttorganics.com,ecommerce_retail,us,zestt organics,inc.com_api_i5list,inc.com_api_i5list,104,blog/,True,,
climbcredit.com,fintech_insurance,us,Climb Credit,inc.com_api_i5list,inc.com_api_i5list,104,blog.,True,,
coviu.com,health,us,Coviu,g2.com_wayback,g2.com_wayback,104,blog/,True,,
doublerobotics.com,saas,us,Double Robotics,Summer 2012,yc,104,blog.,True,,
codecademy.com,edtech,us,Codecademy,yc_directory,yc_directory,103,blog/,True,,
acunote.com,saas,us,Acunote,Winter 2011,yc,102,blog/,True,,
advancedbusinesssolutions.com,services_other,us,Advanced Business Solutions,inc.com_api_i5list,inc.com_api_i5list,101,blog/,True,,
opiniion.com,software_saas,us,Opiniion,inc.com_api_i5list,inc.com_api_i5list,101,blog/,True,,
somerfordassociates.com,services_other,uk,Somerford Associates,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,101,blog/,True,,
securestrux.com,services_other,us,SecureStrux,inc.com_api_i5list,inc.com_api_i5list,101,blog.,True,,
queenly.com,ecommerce,us,Queenly,Winter 2021,yc,101,blog/,True,,
fanhero.com,ecommerce,us,FanHero,Summer 2013,yc,99,blog.,True,,
credibook.com,ecommerce,us,CrediBook,Winter 2022,yc,99,blog/,True,,
thehydrojug.com,ecommerce_retail,us,HydroJug,inc.com_api_i5list,inc.com_api_i5list,99,blog/,True,,
langstonconstr.com,services_other,us,Langston Construction Co. of Piedmont,inc.com_api_i5list,inc.com_api_i5list,99,blog/,True,,
birddoghr.com,software_saas,us,BirdDogHR,inc.com_api_i5list,inc.com_api_i5list,98,blog/,True,,
twomaidsfranchise.com,services_other,us,Two Maids & A Mop,inc.com_api_i5list,inc.com_api_i5list,98,blog.,True,,
canix.com,saas,us,Canix,Summer 2019,yc,98,blog/,True,,
hatchways.io,software_saas,us,Hatchways,yc_directory,yc_directory,97,blog/,True,,
docker.com,devtools,us,Docker,Summer 2010,yc,97,blog/,True,,
pingidentity.com,software_saas,us,Ping Identity,g2.com_wayback,g2.com_wayback,97,blog/,True,,
insightpestnorthwest.com,services_other,us,Insight Pest Solutions Portland,inc.com_api_i5list,inc.com_api_i5list,97,blog/,True,,
goldengatebpo.com,services_other,us,Golden Gate BPO Solutions,inc.com_api_i5list,inc.com_api_i5list,96,blog/,True,,
dailybot.com,devtools,us,Dailybot,Summer 2021,yc,96,blog/,True,,
is-grp.com,services_other,us,ISG,inc.com_api_i5list,inc.com_api_i5list,95,blog.,True,,
lockitron.com,ecommerce,us,Lockitron,Summer 2009,yc,95,blog.,True,,
vobi.com.br,software_saas,us,Vobi,yc_directory,yc_directory,95,blog/,True,,
zeroheight.com,devtools,eu,zeroheight,Summer 2019,yc,94,blog/,True,,
usa-mortgage.com,fintech_insurance,us,DAS Acquisition Company,inc.com_api_i5list,inc.com_api_i5list,94,blog/,True,,
avocor.com,ecommerce_retail,us,Avocor,inc.com_api_i5list,inc.com_api_i5list,93,blog/,True,,
venntechnology.com,services_other,us,Venn Technology,inc.com_api_i5list,inc.com_api_i5list,93,blog/,True,,
powerx.co,other,us,PowerX,Winter 2020,yc,93,blog/,True,,
scuba.io,software_saas,us,Scuba,yc_directory,yc_directory,92,blog/,True,,
redlinesteel.com,ecommerce_retail,us,Redline Steel,inc.com_api_i5list,inc.com_api_i5list,92,blog/,True,,
buxfer.com,fintech,us,Buxfer,Winter 2007,yc,92,blog/,True,,
awkwardstyles.com,ecommerce_retail,us,AWKWARD STYLES,inc.com_api_i5list,inc.com_api_i5list,92,blog/,True,,
aptdeco.com,ecommerce,us,AptDeco,Winter 2014,yc,90,blog/,True,,
littlepoppyco.com,ecommerce_retail,us,Little Poppy Co,inc.com_api_i5list,inc.com_api_i5list,90,blog/,True,,
secondmeasure.com,fintech,us,Second Measure,Summer 2015,yc,90,blog.,True,,
humaans.io,saas,eu,Humaans,Winter 2021,yc,90,blog/,True,,
jiminys.com,ecommerce_retail,us,Jiminy's,inc.com_api_i5list,inc.com_api_i5list,89,blog/,True,,
rnrtires.com,ecommerce_retail,us,RNR Tire Express,inc.com_api_i5list,inc.com_api_i5list,89,blog/,True,,
twotap.com,ecommerce,us,Two Tap,Winter 2014,yc,89,blog.,True,,
pushbullet.com,software_saas,us,Pushbullet,yc_directory,yc_directory,88,blog.,True,,
crosslaketech.com,services_other,us,Crosslake Technologies,inc.com_api_i5list,inc.com_api_i5list,88,blog.,True,,
habitlabs.com,ecommerce_retail,us,Habit Labs,yc_directory,yc_directory,88,blog.,True,,
junipersquare.com,fintech_insurance,us,Juniper Square,inc.com_api_i5list,inc.com_api_i5list,87,blog/,True,,
duffel.com,devtools,eu,Duffel,yc_directory,yc_directory,87,blog/,True,,
inovapayroll.com,software_saas,us,Inova Payroll,inc.com_api_i5list,inc.com_api_i5list,87,blog.,True,,
terralogic.com,services_other,us,Terralogic Technologies,inc.com_api_i5list,inc.com_api_i5list,87,blog/,True,,
liquipel.com,ecommerce_retail,us,Liquipel,inc.com_api_i5list,inc.com_api_i5list,86,blog.,True,,
devcycle.com,saas,us,DevCycle,Winter 2014,yc,86,blog/,True,,
crohnology.com,ecommerce,us,Crohnology (by Healthy Labs),Summer 2012,yc,86,blog.,True,,
leadspace.com,software_saas,us,Leadspace,inc.com_api_i5list,inc.com_api_i5list,86,blog/,True,,
coutoconstruction.com,services_other,us,Couto Construction,inc.com_api_i5list,inc.com_api_i5list,86,blog/,True,,
avocademy.com,edtech,us,Avocademy,yc_directory,yc_directory,85,blog/,True,,
listingspark.com,services_other,us,ListingSpark,inc.com_api_i5list,inc.com_api_i5list,85,blog/,True,,
breadcrumbs.io,saas,us,Breadcrumbs.io,Summer 2021,yc,84,blog/,True,,
intelliboard.net,edtech,us,IntelliBoard,inc.com_api_i5list,inc.com_api_i5list,84,blog.,True,,
gimbooks.com,fintech_insurance,us,GimBooks,yc_directory,yc_directory,83,blog/,True,,
weberfps.com,health,us,Weber Facial Plastic Surgery,inc.com_api_i5list,inc.com_api_i5list,82,blog/,True,,
alinea-invest.com,fintech,us,Alinea,Winter 2021,yc,82,blog/,True,,
joinfightcamp.com,ecommerce,us,FightCamp,Winter 2016,yc,81,blog/,True,,
skgtexas.com,services_other,us,Shelton-Keller Group,inc.com_api_i5list,inc.com_api_i5list,81,blog/,True,,
alluremedical.com,health,us,Allure Medical,inc.com_api_i5list,inc.com_api_i5list,80,blog/,True,,
statuspage.io,software_saas,us,StatusPage,yc_directory,yc_directory,79,blog.,True,,
zuddl.com,software_saas,us,Zuddl,yc_directory,yc_directory,79,blog/,True,,
buypeakperformance.com,health,us,Peak Performance Life,inc.com_api_i5list,inc.com_api_i5list,79,blog/,True,,
datree.io,devtools,us,Datree,Winter 2020,yc,78,resources/,True,,
trustradius.com,services_other,us,TrustRadius,inc.com_api_i5list,inc.com_api_i5list,78,blog.,True,,
skingymco.com,ecommerce_retail,us,Skin Gym,inc.com_api_i5list,inc.com_api_i5list,78,blog/,True,,
rallyup.com,software_saas,us,RallyUp,inc.com_api_i5list,inc.com_api_i5list,78,blog/,True,,
telliant.com,services_other,us,Telliant Systems,inc.com_api_i5list,inc.com_api_i5list,77,blog.,True,,
sustainablesupply.com,ecommerce_retail,us,Sustainable Supply,inc.com_api_i5list,inc.com_api_i5list,77,blog.,True,,
markaz.app,ecommerce_retail,us,Markaz Technologies,yc_directory,yc_directory,77,blog/,True,,
payflow.es,fintech_insurance,eu,Payflow,yc_directory,yc_directory,76,blog/,True,,
ignitefunding.com,fintech_insurance,us,Ignite Funding,inc.com_api_i5list,inc.com_api_i5list,76,blog.,True,,
totalexpert.com,fintech_insurance,us,Total Expert,inc.com_api_i5list,inc.com_api_i5list,76,blog/,True,,
scoutzie.com,services_other,us,Scoutzie,yc_directory,yc_directory,76,blog.,True,,
vectorsinc.com,ecommerce_retail,us,Vectors,inc.com_api_i5list,inc.com_api_i5list,76,blog/,True,,
westpacwealth.com,fintech_insurance,us,WestPac Wealth Partners,inc.com_api_i5list,inc.com_api_i5list,76,blog/,True,,
lofty.ai,fintech,us,Lofty,Summer 2019,yc,75,blog/,True,,
zeorouteplanner.com,saas,us,Zeo Route Planner,Winter 2020,yc,75,blog/,True,,
discuss.io,software_saas,us,Discuss.io,inc.com_api_i5list,inc.com_api_i5list,75,blog/,True,,
envistaforensics.com,services_other,us,Envista Forensics,inc.com_api_i5list,inc.com_api_i5list,74,blog/,True,,
vuram.com,services_other,us,Vuram,inc.com_api_i5list,inc.com_api_i5list,74,blog/,True,,
trycelery.com,ecommerce,us,Celery,Summer 2012,yc,73,blog.,True,,
theohmstore.co,ecommerce_retail,us,The Ohm Store,inc.com_api_i5list,inc.com_api_i5list,73,blog/,True,,
iconicit.com,services_other,us,Iconic IT,inc.com_api_i5list,inc.com_api_i5list,72,blog/,True,,
gridgain.com,devtools,us,GridGain Systems,inc.com_api_i5list,inc.com_api_i5list,72,blog/,True,,
clustrix.com,devtools,us,Clustrix,Winter 2006,yc,72,blog/,True,,
cognitohq.com,fintech,us,Cognito,Summer 2014,yc,72,blog/,True,,
eventjoy.com,software_saas,us,Eventjoy,yc_directory,yc_directory,71,blog.,True,,
itauthorities.com,services_other,us,IT Authorities,inc.com_api_i5list,inc.com_api_i5list,71,blog/,True,,
alphaflow.com,fintech,us,AlphaFlow,Winter 2016,yc,71,resources/,True,,
inito.com,health,us,Inito,yc_directory,yc_directory,70,blog.,True,,
evonence.com,services_other,us,Evonence,inc.com_api_i5list,inc.com_api_i5list,70,blog/,True,,
radiusnetworks.com,software_saas,us,Radius Networks,inc.com_api_i5list,inc.com_api_i5list,70,blog/,True,,
padmapper.com,ecommerce,us,PadMapper,Summer 2010,yc,69,blog/,True,,
truelinkfinancial.com,fintech_insurance,us,True Link Financial,inc.com_api_i5list,inc.com_api_i5list,68,blog/,True,,
superb-ai.com,software_saas,us,Superb AI,yc_directory,yc_directory,68,blog/,True,,
dizzion.com,software_saas,us,Dizzion,inc.com_api_i5list,inc.com_api_i5list,68,resources/,True,,
close.com,saas,us,Close,Winter 2011,yc,67,resources/,True,,
predictivehr.com,services_other,us,PREDICTIVEHR,inc.com_api_i5list,inc.com_api_i5list,67,blog/,True,,
kopa.co,ecommerce,us,Kopa,Winter 2019,yc,67,blog/,True,,
guardianlit.com,services_other,us,"Guardian Litigation Group, LLP",inc.com_api_i5list,inc.com_api_i5list,66,blog/,True,,
dynatrace.com,software_saas,us,Dynatrace,g2.com_wayback,g2.com_wayback,66,blog/,True,,
ivycityco.com,ecommerce_retail,us,Ivy City Co.,inc.com_api_i5list,inc.com_api_i5list,66,blog/,True,,
tydo.com,fintech,us,Tydo,Summer 2020,yc,66,blog/,True,,
teamgather.co,software_saas,us,Gather,yc_directory,yc_directory,66,blog/,True,,
inspectify.com,ecommerce,us,Inspectify,Summer 2020,yc,65,blog.,True,,
doxy.me,health,us,Doxy.me,g2.com_wayback,g2.com_wayback,65,blog/,True,,
senior1care.com,health,us,Senior1Care,inc.com_api_i5list,inc.com_api_i5list,65,blog/,True,,
snapdocs.com,saas,us,Snapdocs,Winter 2014,yc,65,blog/,True,,
convox.com,devtools,us,Convox,Summer 2015,yc,65,blog/,True,,
popl.co,saas,us,Popl,Winter 2021,yc,65,blog/,True,,
eduflow.com,other,eu,Eduflow,Summer 2017,yc,64,blog/,True,,
brainboard.co,devtools,eu,Brainboard,Winter 2022,yc,64,blog.,True,,
peoplesuite.com,services_other,us,PeopleSuite Talent Solutions,inc.com_api_i5list,inc.com_api_i5list,63,blog/,True,,
ltse.com,fintech,us,Long Term Stock Exchange,Summer 2017,yc,63,blog/,True,,
pics-itech.com,services_other,us,Professional Implementation Consulting Services In,inc.com_api_i5list,inc.com_api_i5list,63,blog.,True,,
lettucegrow.com,ecommerce_retail,us,Lettuce Grow,inc.com_api_i5list,inc.com_api_i5list,62,resources/,True,,
sandcloud.com,ecommerce_retail,us,Sand Cloud,inc.com_api_i5list,inc.com_api_i5list,62,blog/,True,,
embarksafety.com,software_saas,us,Embark Safety,inc.com_api_i5list,inc.com_api_i5list,61,blog/,True,,
lanyrd.com,ecommerce,eu,Lanyrd,Winter 2011,yc,61,blog/,True,,
nextcaller.com,saas,us,Next Caller,Winter 2014,yc,61,blog.,True,,
ravn.com,other,us,Ravn,Winter 2019,yc,61,blog.,True,,
lucy.co,ecommerce,us,"Lucy Goods, Inc",Winter 2018,yc,61,blog.,True,,
scispot.io,saas,us,Scispot,Summer 2021,yc,60,blog/,True,,
microblink.com,software_saas,eu,Microblink,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,60,blog/,True,,
greentoe.com,ecommerce,us,Greentoe,Summer 2014,yc,60,blog.,True,,
substack.com,software_saas,us,Substack,yc_directory,yc_directory,60,blog.,True,,
dexatel.com,software_saas,eu,Dexatel,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,60,blog/,True,,
padlet.com,software_saas,us,Padlet,yc_directory,yc_directory,60,blog.,True,,
treble.ai,saas,us,treble.ai,Summer 2019,yc,60,blog/,True,,
kytephone.com,ecommerce_retail,us,BarSense,yc_directory,yc_directory,59,blog.,True,,
kapitaldata.com,services_other,us,Kapital Data,inc.com_api_i5list,inc.com_api_i5list,59,blog/,True,,
guilded.gg,ecommerce,us,Guilded,Summer 2017,yc,59,blog/,True,,
natero.com,saas,us,Natero,Summer 2012,yc,59,blog.,True,,
insellerate.com,fintech_insurance,us,Insellerate,inc.com_api_i5list,inc.com_api_i5list,59,blog/,True,,
secoda.co,saas,us,Secoda,Summer 2021,yc,58,blog/,True,,
getreliancehealth.com,fintech,us,Reliance Health,Winter 2017,yc,58,blog/,True,,
upequity.com,fintech,us,UpEquity,Summer 2019,yc,58,blog.,True,,
languagenetworkusa.com,services_other,us,Language Network,inc.com_api_i5list,inc.com_api_i5list,58,blog/,True,,
grover.com,ecommerce_retail,eu,Grover Group,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,57,blog/,True,,
scynceled.com,ecommerce_retail,us,Scynce LED,inc.com_api_i5list,inc.com_api_i5list,57,blog/,True,,
advancedrpo.com,services_other,us,Advanced RPO,inc.com_api_i5list,inc.com_api_i5list,57,blog/,True,,
storylane.io,saas,us,Storylane,Summer 2021,yc,57,blog/,True,,
govpredict.com,software_saas,us,GovPredict,yc_directory,yc_directory,57,blog/,True,,
abilitie.com,edtech,us,Abilitie,inc.com_api_i5list,inc.com_api_i5list,56,blog/,True,,
frubana.com,fintech,us,Frubana Inc,Winter 2019,yc,56,blog.,True,,
naborly.com,fintech,us,Naborly,Winter 2018,yc,55,blog/,True,,
urbankisaan.com,ecommerce_retail,us,UrbanKisaan,yc_directory,yc_directory,54,blog/,True,,
castle.io,devtools,us,Castle,Winter 2016,yc,54,blog.,True,,
sevneurology.com,health,us,Southeast Veterinary Neurology,inc.com_api_i5list,inc.com_api_i5list,54,blog/,True,,
backtotheroots.com,ecommerce_retail,us,Back to the Roots,inc.com_api_i5list,inc.com_api_i5list,54,blog/,True,,
sift.com,fintech,us,Sift,Summer 2011,yc,54,blog/,True,,
sifted.co,services_other,us,Sifted,inc.com_api_i5list,inc.com_api_i5list,54,blog/,True,,
rainfocus.com,software_saas,us,RainFocus,inc.com_api_i5list,inc.com_api_i5list,53,blog/,True,,
nomadgoods.com,ecommerce_retail,us,Nomad Goods,inc.com_api_i5list,inc.com_api_i5list,53,blog/,True,,
brookstonerestoration.com,services_other,us,Brookstone Restoration,inc.com_api_i5list,inc.com_api_i5list,53,blog/,True,,
getmeadow.com,ecommerce,us,Meadow,Winter 2015,yc,53,blog/,True,,
us.memebox.com,ecommerce,us,MBX,Winter 2014,yc,53,blog/,True,,
sstid.com,services_other,us,Strategic Systems & Technology Corporation,inc.com_api_i5list,inc.com_api_i5list,52,blog/,True,,
finpay.com,health,us,FinPay,inc.com_api_i5list,inc.com_api_i5list,52,blog.,True,,
preflight.com,devtools,us,Preflight,yc_directory,yc_directory,52,blog/,True,,
modloft.com,ecommerce_retail,us,International Product Marketing,inc.com_api_i5list,inc.com_api_i5list,52,blog/,True,,
dearbrightly.com,ecommerce,us,Dear Brightly,Winter 2018,yc,51,blog/,True,,
nextravel.com,saas,us,NexTravel,Winter 2015,yc,51,blog.,True,,
adyn.com,ecommerce,us,adyn,Summer 2020,yc,51,blog/,True,,
convex.com,saas,us,Convex,Winter 2019,yc,50,blog/,True,,
doublewoodsupplements.com,health,us,Double Wood,inc.com_api_i5list,inc.com_api_i5list,50,blog/,True,,
finary.com,fintech_insurance,eu,Finary.com,yc_directory,yc_directory,50,blog/,True,,
anyvite.com,software_saas,us,Anyvite,yc_directory,yc_directory,50,blog/,True,,
regology.com,saas,us,Regology,Summer 2018,yc,50,blog/,True,,
senic.com,ecommerce,eu,Senic,Summer 2013,yc,50,blog.,True,,
streem.com,ecommerce,us,Streem,Summer 2012,yc,49,blog.,True,,
credpal.com,fintech_insurance,us,CredPal,yc_directory,yc_directory,49,blog.,True,,
sightplan.com,software_saas,us,SightPlan,inc.com_api_i5list,inc.com_api_i5list,49,blog/,True,,
worklytics.co,saas,us,Worklytics,Winter 2018,yc,49,blog/,True,,
archbee.com,devtools,eu,Archbee,Summer 2021,yc,49,blog/,True,,
foster.co,ecommerce_retail,us,Foster,yc_directory,yc_directory,49,blog/,True,,
beacons.ai,ecommerce,us,Beacons,Summer 2019,yc,48,blog.,True,,
enterneverland.com,ecommerce,us,Neverland,Winter 2021,yc,48,blog/,True,,
teambonding.com,services_other,us,TeamBonding,inc.com_api_i5list,inc.com_api_i5list,48,blog/,True,,
hireart.com,services_other,us,HireArt,inc.com_api_i5list,inc.com_api_i5list,48,blog.,True,,
investbamboo.com,fintech_insurance,us,Bamboo,yc_directory,yc_directory,47,blog.,True,,
